Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
NRGN,brain: 2160.8,,Cluster 61: Brain - Neuronal signaling,"Lung - Alveolar cells type 2, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Spleen - Platelets",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ANP32B,,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NECTIN2,,,Cluster 68: Non-specific - Protein processing,"Adipose subcutaneous - Endothelial cells, Colon - Endothelial cells, Skeletal muscle - Endothelial cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RABGGTA,esophagus: 57.5,,Cluster 27: Squamous epithelium - Keratinization,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PRCC,,,Cluster 19: Non-specific - Basic cellular processes,"Lung - Endothelial cells, Skin - Keratinocyte (other)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TFG,,,Cluster 55: Kidney & Intestine - Metabolism,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARPC1A,,,Cluster 30: Heart muscle - Heart development,"Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RREB1,,,Cluster 19: Non-specific - Basic cellular processes,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HDAC2,,,Cluster 16: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SYN2,brain: 124.0,,Cluster 22: Brain - Synaptic signal transduction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Colon - Colon enteroendocrine cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Pituitary gland - Lactotropes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RDH5,adipose tissue: 91.2;liver: 57.1,57.1,Cluster 11: Liver - Plasma proteins,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
STAM,bone marrow: 52.5,,Cluster 40: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 2",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DPF2,,,Cluster 79: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PROX1,liver: 84.2,84.2,Cluster 31: Liver - Plasma proteins,"Adipose subcutaneous - Smooth muscle cells, Kidney - Ascending Loop of Henle cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Fibroblasts",True,False,True,False,liver protein (nTPM≥100 + cluster),True,55,Medium Confidence,Tier 2 (High)
DLG3,,,Cluster 68: Non-specific - Protein processing,"Liver - Hepatic stellate cells, Spleen - Fibroblast_1",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SYMPK,,,Cluster 4: Testis - Basic cellular processes,"Adipose visceral - Adipose progenitor cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TAF15,,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GOLGA1,,,Cluster 39: Retina & Testis - Cilium,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GGH,kidney: 121.2;liver: 183.1,183.1,Cluster 1: Liver & Kidney - Metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Mitotic cells (Stomach), Testis - Early spermatids, Testis - Late spermatids",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,85,High Confidence,Tier 2 (High)
INPP5D,intestine: 49.4;lymphoid tissue: 97.0,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - T-cells, Minor Salivary Gland - Minor salivary glandular cells, Spleen - B-cells (Spleen), Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DDX17,,,Cluster 64: Neuronal - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TANK,,,Cluster 11: Liver - Plasma proteins,,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
NEO1,,,Cluster 45: Intestine - Digestion,"Adipose visceral - Mesothelial cells, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PMM1,,,Cluster 43: Non-specific - Mitochondrial translation,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Testis - Early spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
RAD50,,,Cluster 66: Non-specific - Transcription,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CELF1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
OSTF1,,,Cluster 29: Squamous epithelium - Innate immune response,"Breast - Endothelial cells, Colon - Endothelial cells, Skin - Keratinocyte (other)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ABCC2,intestine: 39.1;liver: 118.0,118.0,Cluster 37: Liver & Intestine - Lipid metabolism,"Kidney - Proximal tubular cells, Testis - Early spermatids",True,False,True,False,liver protein (nTPM≥100 + cluster),True,60,Medium-High Confidence,Tier 2 (High)
ARHGEF1,lymphoid tissue: 164.4,,Cluster 70: Lymphoid tissue - Immune response,"Prostate - T-cells, Spleen - B-cells (Spleen), Thyroid gland - T-cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UFD1,,,Cluster 35: Non-specific - Mitochondria,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GLG1,,,Cluster 66: Non-specific - Transcription,"Adipose visceral - Adipose progenitor cells, Breast - Fibroblasts, Prostate - Fibroblasts, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UPF1,,,Cluster 66: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
COPS5,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GPKOW,,,Cluster 14: Skeletal muscle - Muscle contraction,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMARCC1,,,Cluster 71: Thymus - Adaptive immune response,"Spleen - B-cells (Spleen), Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMARCD2,,,Cluster 15: Pancreas - Proteolysis,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RAB8B,bone marrow: 80.1,,Cluster 77: Bone marrow - Cell proliferation,"Skin - Endothelial cells, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KHSRP,,,Cluster 66: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GCDH,liver: 86.9,86.9,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
PRG4,adipose tissue: 90.2;liver: 180.2,180.2,Cluster 83: Liver - Metabolism,"Adipose visceral - Mesothelial cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,85,High Confidence,Tier 2 (High)
PEX13,,,Cluster 1: Liver & Kidney - Metabolism,Testis - Early spermatids,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
TNPO1,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARHGEF2,,,Cluster 34: Non-specific - Mixed function,"Liver - Vascular Endothelial cells, Skin - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
EMG1,,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GLMN,retina: 37.9,,Cluster 76: Retina - Visual perception,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BRF1,,,Cluster 79: Non-specific - Transcription,Pituitary gland - Corticotropes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
USP13,heart muscle: 41.0;skeletal muscle: 143.9;tongue: 104.5,,Cluster 14: Skeletal muscle - Muscle contraction,"Adrenal gland - Adrenal cortex cells, Kidney - Endothelial cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
USP9X,,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Testis - Spermatogonia",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
USP7,,,Cluster 4: Testis - Basic cellular processes,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NAA80,testis: 63.7,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CUL5,,,Cluster 19: Non-specific - Basic cellular processes,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATP6V0A1,brain: 102.2,,Cluster 17: Neuronal - Synaptic function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LPP,,,Cluster 41: Smooth muscle tissue - ECM organization,"Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Skin - Endothelial cells, Thyroid gland - Smooth muscle cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RBPMS,,,Cluster 41: Smooth muscle tissue - ECM organization,"Minor Salivary Gland - Minor salivary glandular cells, Prostate - Smooth muscle cells, Skin - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ART4,liver: 51.6;lymphoid tissue: 18.5,51.6,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Smooth muscle cells, Liver - Hepatocytes, Thyroid gland - Fibroblasts",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
SECISBP2L,,,Cluster 34: Non-specific - Mixed function,"Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MT1L,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BHMT,kidney: 751.2;liver: 1107.8,1107.8,Cluster 1: Liver & Kidney - Metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,100,High Confidence,Tier 1 (Highest)
RNASE6,lymphoid tissue: 107.8,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Stomach - Macrophages, Testis - Macrophages, Thyroid gland - Macrophages",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
HGD,kidney: 192.9;liver: 729.7,729.7,Cluster 1: Liver & Kidney - Metabolism,"Breast - Breast glandular cells, Breast - Breast glandular cells, Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells",True,False,True,False,liver protein (nTPM≥100 + cluster),True,70,Medium-High Confidence,Tier 1 (Highest)
PHKB,skeletal muscle: 126.4,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SCAMP4,,,Cluster 34: Non-specific - Mixed function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TCEAL3,,,Cluster 64: Neuronal - Transcription,"Adipose subcutaneous - Smooth muscle cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_2",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TSR2,brain: 158.8,,Cluster 9: Oligodendrocytes - Myelination,"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMARCE1,,,Cluster 16: Non-specific - Transcription,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CAVIN3,,,Cluster 41: Smooth muscle tissue - ECM organization,"Minor Salivary Gland - Endothelial cells, Spleen - Fibroblast_1, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYDGF,,,Cluster 68: Non-specific - Protein processing,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GLYATL1,kidney: 135.0;liver: 527.0,527.0,Cluster 1: Liver & Kidney - Metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Skin - Sebaceous gland cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,95,High Confidence,Tier 1 (Highest)
